 

stn;time;tre200h0;hns000hs;rre150h0;ure200h0;hto000hs;fu3010h0
STG;2020012311;-4.6;-;0.0;100.0;-;3.6
STG;2020012312;-4.5;-;0.0;100.0;-;3.2
STG;2020012313;-4.4;-;0.0;99.9;-;3.6
STG;2020012314;-4.3;-;0.0;99.5;-;4.3
STG;2020012315;-4.3;-;0.0;99.4;-;4.3
STG;2020012316;-4.4;-;0.0;99.1;-;2.5
STG;2020012317;-4.5;-;0.0;98.4;-;1.1
STG;2020012318;-4.5;-;0.0;96.9;-;1.1
STG;2020012319;-4.6;-;0.0;98.1;-;1.4
STG;2020012320;-4.5;-;0.0;97.3;-;2.5
STG;2020012321;-4.7;-;0.0;97.7;-;1.8
STG;2020012322;-5.2;-;0.0;96.0;-;1.8
STG;2020012323;-5.7;-;0.0;92.9;-;1.4
STG;2020012400;-5.7;-;0.0;93.0;-;2.2
STG;2020012401;-4.6;-;0.0;90.7;-;2.2
STG;2020012402;-0.3;-;0.0;83.1;-;6.5
STG;2020012403;-2.5;-;0.0;92.1;-;2.2
STG;2020012404;-0.4;-;0.0;82.6;-;6.5
STG;2020012405;1.3;0;0.0;75.1;0;7.9
STG;2020012406;1.5;-;0.0;75.5;-;4.7
STG;2020012407;3.9;-;0.0;58.5;-;6.5
STG;2020012408;0.5;-;0.0;82.3;-;2.5
STG;2020012409;3.3;-;0.0;66.9;-;4.3
STG;2020012410;6.2;-;0.0;61.3;-;2.5
STG;2020012411;7.1;-;0.0;61.6;-;3.6
STG;2020012412;8.6;-;0.0;55.4;-;4.0
STG;2020012413;9.2;-;0.0;57.5;-;4.7
STG;2020012414;9.0;-;0.0;60.9;-;4.0
STG;2020012415;8.1;-;0.0;63.6;-;2.5
STG;2020012416;6.7;-;0.0;67.3;-;2.5
STG;2020012417;5.6;-;0.0;70.4;-;2.9
STG;2020012418;5.5;-;0.0;70.9;-;3.6
STG;2020012419;4.8;-;0.0;74.4;-;2.9
STG;2020012420;4.7;-;0.0;75.1;-;1.8
STG;2020012421;4.4;-;0.0;76.4;-;1.8
STG;2020012422;4.3;-;0.0;75.8;-;2.2
STG;2020012423;2.9;-;0.0;83.3;-;1.4
STG;2020012500;1.1;-;0.0;90.2;-;2.2
STG;2020012501;3.4;-;0.0;79.7;-;2.9
STG;2020012502;1.8;-;0.0;86.8;-;1.8
STG;2020012503;4.2;-;0.0;78.1;-;2.9
STG;2020012504;2.9;-;0.0;84.2;-;4.0
STG;2020012505;1.6;0;0.0;89.0;0;0.7
STG;2020012506;1.4;-;0.0;89.8;-;1.4
STG;2020012507;1.8;-;0.0;87.6;-;1.4
STG;2020012508;2.2;-;0.0;86.7;-;1.4
STG;2020012509;2.9;-;0.0;83.8;-;2.9
STG;2020012510;3.5;-;0.0;83.8;-;1.4
STG;2020012511;4.3;-;0.0;80.0;-;0.7
STG;2020012512;4.5;-;0.0;81.2;-;0.7
STG;2020012513;5.1;-;0.0;75.0;-;3.2
STG;2020012514;4.6;-;0.0;77.5;-;2.2
STG;2020012515;4.6;-;0.0;71.0;-;3.6
STG;2020012516;4.1;-;0.0;71.9;-;2.9
STG;2020012517;3.4;-;0.0;74.8;-;2.5
STG;2020012518;3.4;-;0.0;74.5;-;3.2
STG;2020012519;3.4;-;0.0;76.8;-;2.2
STG;2020012520;3.6;-;0.0;79.1;-;1.4
STG;2020012521;2.8;-;0.0;83.4;-;0.7
STG;2020012522;3.0;-;0.0;80.8;-;0.0
STG;2020012523;2.9;-;0.0;77.5;-;0.0
STG;2020012600;2.6;-;0.0;81.1;-;0.0
STG;2020012601;3.0;-;0.0;81.0;-;0.0
STG;2020012602;3.5;-;0.0;79.2;-;0.0
STG;2020012603;2.4;-;0.0;83.5;-;0.4
STG;2020012604;2.9;-;0.0;82.4;-;0.0
STG;2020012605;2.8;0;0.0;82.5;0;0.0
STG;2020012606;2.2;-;0.0;85.1;-;0.7
STG;2020012607;3.3;-;0.0;75.0;-;1.4
STG;2020012608;3.4;-;0.0;74.7;-;0.7
STG;2020012609;3.7;-;0.0;73.0;-;1.1
STG;2020012610;3.9;-;0.0;77.2;-;1.1
STG;2020012611;5.4;-;0.0;73.7;-;1.4
STG;2020012612;6.4;-;0.0;65.6;-;2.9
STG;2020012613;4.6;-;0.0;79.7;-;2.2
STG;2020012614;6.1;-;0.0;68.3;-;1.4
STG;2020012615;6.1;-;0.0;67.1;-;2.2
STG;2020012616;5.5;-;0.0;68.0;-;1.8
STG;2020012617;4.6;-;0.0;73.2;-;3.6
STG;2020012618;4.2;-;0.0;75.3;-;4.7
STG;2020012619;4.6;-;0.0;74.0;-;9.0
STG;2020012620;4.9;-;0.0;69.1;-;6.8
STG;2020012621;4.2;-;0.0;75.5;-;4.0
STG;2020012622;3.8;-;0.0;79.7;-;3.2
STG;2020012623;3.5;-;0.1;82.9;-;2.2
STG;2020012700;2.9;-;0.5;90.9;-;10.1
STG;2020012701;4.1;-;0.0;81.7;-;8.6
STG;2020012702;4.7;-;0.0;77.1;-;9.0
STG;2020012703;5.1;-;0.0;74.0;-;7.6
STG;2020012704;4.8;-;0.0;77.9;-;7.2
STG;2020012705;4.8;0;0.0;77.6;0;9.0
STG;2020012706;4.3;-;0.0;79.5;-;9.4
STG;2020012707;3.4;-;0.0;83.5;-;9.0
STG;2020012708;3.6;-;0.0;81.0;-;10.1
STG;2020012709;4.8;-;0.0;71.5;-;7.9
STG;2020012710;6.0;-;0.0;65.7;-;8.3
STG;2020012711;6.9;-;0.0;61.5;-;6.8
STG;2020012712;7.4;-;0.0;59.5;-;6.8
STG;2020012713;6.5;-;0.0;76.1;-;5.8
STG;2020012714;6.3;-;0.0;74.3;-;3.6
STG;2020012715;6.3;-;0.0;74.5;-;1.1
STG;2020012716;6.0;-;0.0;70.0;-;3.6
STG;2020012717;5.2;-;0.0;72.9;-;5.0
STG;2020012718;5.0;-;0.0;71.6;-;7.2
STG;2020012719;4.6;-;0.0;72.8;-;4.3
STG;2020012720;4.5;-;0.0;74.8;-;9.4
STG;2020012721;5.1;-;0.0;67.9;-;10.4
STG;2020012722;4.9;-;0.0;70.1;-;12.2
STG;2020012723;4.5;-;0.0;74.7;-;12.6
STG;2020012800;5.5;-;0.0;65.2;-;11.5
STG;2020012801;4.3;-;0.0;76.0;-;5.0
STG;2020012802;5.4;-;0.2;70.4;-;6.1
STG;2020012803;4.6;-;0.5;79.8;-;7.9
STG;2020012804;4.5;-;0.1;81.6;-;8.6
STG;2020012805;5.5;0;0.0;76.1;0;17.3
STG;2020012806;5.3;-;1.1;78.3;-;11.5
STG;2020012807;3.5;-;3.2;87.4;-;21.6
STG;2020012808;2.7;-;1.2;88.5;-;12.6
STG;2020012809;3.2;-;0.1;87.5;-;11.2
STG;2020012810;3.0;-;1.9;83.2;-;27.7
STG;2020012811;0.5;-;1.2;92.6;-;26.3
STG;2020012812;1.5;-;0.1;82.0;-;22.3
STG;2020012813;2.5;-;0.0;70.9;-;22.3
STG;2020012814;2.5;-;0.0;72.2;-;22.7
STG;2020012815;2.5;-;0.0;74.4;-;24.5
STG;2020012816;2.6;-;0.2;68.2;-;20.5
STG;2020012817;2.8;-;0.0;62.8;-;24.8
STG;2020012818;0.6;-;0.6;88.0;-;18.7
STG;2020012819;0.5;-;0.4;85.4;-;23.4
STG;2020012820;0.7;-;0.3;82.8;-;22.3
STG;2020012821;1.1;-;0.0;78.6;-;14.8
STG;2020012822;0.8;-;0.2;84.2;-;15.1
STG;2020012823;1.3;-;0.0;78.9;-;13.0
STG;2020012900;0.9;-;0.2;84.1;-;13.7
STG;2020012901;0.7;-;0.9;92.4;-;14.8
STG;2020012902;1.7;-;0.3;84.7;-;24.1
STG;2020012903;1.3;-;0.0;88.2;-;23.0
STG;2020012904;1.4;-;0.0;80.8;-;22.3
STG;2020012905;1.1;2;0.0;80.3;2;24.5
STG;2020012906;0.8;-;0.0;81.0;-;22.3
STG;2020012907;0.6;-;0.0;86.6;-;19.4
STG;2020012908;0.5;-;0.2;88.4;-;14.0
STG;2020012909;0.6;-;0.4;90.1;-;12.6
STG;2020012910;1.0;-;0.1;83.4;-;15.1
STG;2020012911;0.8;-;0.1;85.9;-;13.3
STG;2020012912;1.2;-;0.2;87.2;-;11.9
STG;2020012913;2.0;-;0.0;82.4;-;14.8
STG;2020012914;2.0;-;0.3;85.4;-;16.2
STG;2020012915;1.8;-;0.2;88.7;-;16.2
STG;2020012916;2.1;-;0.1;88.1;-;16.9
STG;2020012917;2.3;-;0.0;86.5;-;16.6
STG;2020012918;2.4;-;0.0;84.2;-;24.1
STG;2020012919;2.3;-;0.1;86.4;-;22.7
STG;2020012920;2.6;-;0.0;79.3;-;18.7
STG;2020012921;2.9;-;0.0;74.8;-;17.6
STG;2020012922;2.9;-;0.0;76.3;-;9.0
STG;2020012923;2.7;-;0.0;81.5;-;9.7
STG;2020013000;2.9;-;0.0;78.5;-;11.2
STG;2020013001;2.7;-;0.0;81.8;-;9.4
STG;2020013002;2.6;-;0.0;84.4;-;10.8
STG;2020013003;3.1;-;0.0;79.3;-;10.1
STG;2020013004;3.4;-;0.0;74.5;-;11.2
STG;2020013005;3.3;1;0.0;72.4;1;11.5
STG;2020013006;3.1;-;0.0;69.2;-;9.0
STG;2020013007;2.4;-;0.0;71.3;-;9.7
STG;2020013008;1.5;-;0.0;74.5;-;9.4
STG;2020013009;2.9;-;0.0;64.7;-;3.6
STG;2020013010;4.2;-;0.0;60.5;-;3.2
STG;2020013011;4.9;-;0.0;60.8;-;1.4
STG;2020013012;6.2;-;0.0;54.5;-;1.8
STG;2020013013;7.0;-;0.0;53.5;-;2.5
STG;2020013014;8.3;-;0.0;43.3;-;4.7
STG;2020013015;8.0;-;0.0;44.3;-;4.0
STG;2020013016;6.4;-;0.0;57.2;-;4.3
STG;2020013017;5.8;-;0.0;62.5;-;3.2
STG;2020013018;5.4;-;0.3;66.6;-;8.3
STG;2020013019;6.1;-;0.3;68.6;-;5.0
STG;2020013020;6.5;-;0.1;74.0;-;5.8
STG;2020013021;5.9;-;0.4;81.8;-;4.3
STG;2020013022;6.7;-;1.5;85.1;-;11.2
STG;2020013023;7.3;-;0.1;84.7;-;10.4
STG;2020013100;7.9;-;0.0;84.4;-;9.7
STG;2020013101;8.3;-;0.0;84.1;-;14.8
STG;2020013102;9.0;-;0.0;80.5;-;20.5
STG;2020013103;9.5;-;0.0;76.2;-;20.9
STG;2020013104;9.8;-;0.0;73.8;-;20.9
STG;2020013105;9.9;0;0.0;73.1;0;16.6
STG;2020013106;10.0;-;0.0;73.2;-;16.9
STG;2020013107;9.9;-;0.0;74.0;-;14.4
STG;2020013108;9.9;-;0.0;74.1;-;15.5
STG;2020013109;9.9;-;0.0;75.3;-;16.6
STG;2020013110;10.4;-;0.0;76.0;-;20.9
STG;2020013111;10.8;-;0.0;73.9;-;21.6
STG;2020013112;11.0;-;0.0;74.0;-;13.7
STG;2020013113;11.5;-;0.0;71.4;-;10.4
STG;2020013114;12.1;-;0.0;69.6;-;12.2
STG;2020013115;11.9;-;0.0;70.6;-;11.5
STG;2020013116;11.0;-;0.0;75.0;-;7.9
STG;2020013117;9.6;-;0.0;81.2;-;4.3
STG;2020013118;9.7;-;0.0;81.5;-;7.6
STG;2020013119;9.8;-;0.0;80.1;-;7.6
STG;2020013120;9.8;-;0.0;78.4;-;5.0
STG;2020013121;9.9;-;0.0;77.8;-;4.7
STG;2020013122;9.7;-;0.0;80.0;-;4.7
STG;2020013123;9.5;-;0.0;81.4;-;6.5
STG;2020020100;9.4;-;0.0;81.8;-;9.0
STG;2020020101;9.4;-;0.0;80.5;-;9.7
STG;2020020102;9.0;-;0.0;79.8;-;9.0
STG;2020020103;9.6;-;0.0;70.9;-;11.9
STG;2020020104;9.5;-;0.0;68.7;-;9.7
STG;2020020105;9.8;0;0.0;66.4;0;10.8
STG;2020020106;9.7;-;0.0;65.9;-;10.4
STG;2020020107;9.6;-;0.0;65.4;-;9.4
STG;2020020108;9.6;-;0.0;65.0;-;10.1
STG;2020020109;10.1;-;0.0;63.1;-;9.4
STG;2020020110;10.9;-;0.0;60.5;-;7.2
STG;2020020111;11.5;-;0.0;61.2;-;11.2
STG;2020020112;11.9;-;0.0;58.3;-;16.6
STG;2020020113;11.7;-;0.0;58.8;-;19.4
STG;2020020114;11.1;-;0.0;62.6;-;22.7
STG;2020020115;10.7;-;0.0;65.8;-;18.7
STG;2020020116;10.4;-;0.0;67.7;-;14.0
STG;2020020117;9.7;-;0.1;73.1;-;15.8
STG;2020020118;9.6;-;0.0;76.7;-;16.9
STG;2020020119;9.5;-;0.1;79.2;-;18.7
STG;2020020120;8.9;-;3.5;85.7;-;19.1
STG;2020020121;7.6;-;4.3;93.6;-;25.2
STG;2020020122;8.3;-;0.0;83.9;-;22.0
STG;2020020123;8.9;-;0.0;73.2;-;23.4
STG;2020020200;9.0;-;0.0;68.2;-;23.4
STG;2020020201;9.1;-;0.0;67.9;-;22.3
STG;2020020202;8.8;-;0.0;69.5;-;20.2
STG;2020020203;8.8;-;0.0;67.9;-;20.2
STG;2020020204;8.4;-;0.0;72.3;-;14.0
STG;2020020205;8.4;0;0.0;73.3;0;13.7
STG;2020020206;8.3;-;0.0;73.6;-;10.4
STG;2020020207;8.2;-;0.0;73.8;-;9.7
STG;2020020208;9.1;-;0.0;67.9;-;11.2
STG;2020020209;9.7;-;0.0;63.9;-;14.8
STG;2020020210;10.0;-;0.0;65.2;-;7.6
STG;2020020211;9.8;-;0.1;69.8;-;15.5
STG;2020020212;10.6;-;0.0;67.4;-;14.4
STG;2020020213;11.7;-;0.0;66.1;-;21.2
STG;2020020214;10.4;-;0.0;78.3;-;23.0
STG;2020020215;10.3;-;0.0;81.8;-;25.2
STG;2020020216;10.4;-;0.0;85.7;-;22.0
STG;2020020217;10.4;-;0.1;87.4;-;21.6
STG;2020020218;11.0;-;0.1;82.5;-;21.2
STG;2020020219;10.5;-;0.2;88.6;-;17.6
STG;2020020220;10.6;-;0.4;88.2;-;20.9
STG;2020020221;10.8;-;0.3;86.1;-;20.9
STG;2020020222;11.1;-;0.0;84.9;-;23.0
STG;2020020223;11.4;-;0.2;81.3;-;20.9
STG;2020020300;10.5;-;5.1;89.7;-;18.0
STG;2020020301;11.6;-;0.0;81.1;-;31.7
STG;2020020302;12.0;-;0.0;61.6;-;39.6
STG;2020020303;11.9;-;0.0;56.0;-;39.2
STG;2020020304;11.4;-;0.1;62.4;-;33.1
STG;2020020305;11.1;0;0.1;66.6;0;30.6
STG;2020020306;10.1;-;0.2;75.2;-;22.3
STG;2020020307;9.3;-;0.8;83.1;-;20.2
STG;2020020308;9.2;-;1.5;88.3;-;16.2
STG;2020020309;9.7;-;1.2;87.0;-;23.0
STG;2020020310;9.8;-;0.7;86.5;-;24.8
STG;2020020311;10.0;-;0.9;85.5;-;25.9
STG;2020020312;9.7;-;1.1;90.2;-;23.0
STG;2020020313;9.7;-;0.4;89.9;-;20.5
STG;2020020314;9.6;-;1.2;92.3;-;20.2
STG;2020020315;10.1;-;0.3;87.9;-;19.8
STG;2020020316;7.0;-;1.7;97.6;-;10.1
STG;2020020317;10.4;-;0.0;80.6;-;17.6
STG;2020020318;11.2;-;0.2;71.2;-;16.9
STG;2020020319;10.8;-;0.1;73.3;-;13.3
STG;2020020320;11.1;-;0.0;67.7;-;12.6
STG;2020020321;11.3;-;0.0;63.7;-;12.2
STG;2020020322;12.5;-;0.0;51.2;-;18.0
STG;2020020323;13.4;-;0.0;40.2;-;20.5
STG;2020020400;14.2;-;0.0;32.7;-;36.4
STG;2020020401;14.1;-;0.0;35.4;-;34.2
STG;2020020402;14.2;-;0.0;36.7;-;35.6
STG;2020020403;12.8;-;0.0;46.4;-;34.9
STG;2020020404;9.1;-;2.6;72.1;-;48.2
STG;2020020405;3.5;0;4.1;91.2;0;45.0
STG;2020020406;2.7;-;0.9;90.5;-;21.6
STG;2020020407;1.8;-;3.1;91.5;-;19.4
STG;2020020408;0.2;-;1.8;93.6;-;22.0
STG;2020020409;0.8;-;0.4;92.1;-;18.4
STG;2020020410;1.1;-;0.0;86.3;-;31.7
STG;2020020411;0.6;-;0.5;89.9;-;22.7
STG;2020020412;1.2;-;0.0;80.3;-;24.5
STG;2020020413;0.1;-;2.0;87.8;-;24.1
STG;2020020414;-0.2;-;0.1;88.5;-;20.5
STG;2020020415;0.0;-;0.3;91.9;-;15.1
STG;2020020416;0.1;-;0.4;92.4;-;14.4
STG;2020020417;0.0;-;0.8;93.1;-;20.5
STG;2020020418;-0.3;-;0.0;89.6;-;24.8
STG;2020020419;-0.5;-;0.0;91.7;-;19.4
STG;2020020420;-0.7;-;0.3;94.3;-;18.7
STG;2020020421;-0.6;-;0.1;92.0;-;18.7
STG;2020020422;-0.6;-;0.1;92.9;-;16.2
STG;2020020423;-0.3;-;0.0;89.9;-;16.9
STG;2020020500;-0.1;-;0.0;90.3;-;15.8
STG;2020020501;-0.2;-;0.2;93.3;-;16.2
STG;2020020502;-0.3;-;0.4;95.8;-;13.7
STG;2020020503;-0.1;-;0.1;93.6;-;14.8
STG;2020020504;0.1;-;0.0;88.3;-;18.4
STG;2020020505;-0.1;2;0.0;85.7;2;19.4
STG;2020020506;-0.1;-;0.0;83.7;-;15.5
STG;2020020507;-0.2;-;0.0;81.3;-;15.5
STG;2020020508;-0.2;-;0.0;77.7;-;14.4
STG;2020020509;-0.2;-;0.0;79.8;-;11.9
STG;2020020510;0.0;-;0.0;81.3;-;12.2
STG;2020020511;0.5;-;0.0;77.4;-;15.5
STG;2020020512;0.9;-;0.0;69.2;-;15.5
STG;2020020513;0.9;-;0.1;68.6;-;12.2
STG;2020020514;1.4;-;0.0;66.5;-;13.7
STG;2020020515;1.1;-;0.0;66.1;-;14.8
STG;2020020516;0.9;-;0.0;65.0;-;9.4
STG;2020020517;-0.8;-;0.0;73.8;-;6.5
STG;2020020518;-1.6;-;0.0;76.1;-;7.6
STG;2020020519;-1.4;-;0.0;71.5;-;6.5
STG;2020020520;-1.4;-;0.0;71.1;-;6.8
STG;2020020521;-1.7;-;0.0;73.3;-;9.0
STG;2020020522;-1.4;-;0.0;73.3;-;10.8
STG;2020020523;-1.3;-;0.0;71.4;-;13.3
STG;2020020600;-2.3;-;0.0;76.5;-;9.0
STG;2020020601;-2.5;-;0.0;74.7;-;9.7
STG;2020020602;-2.6;-;0.0;74.3;-;5.0
STG;2020020603;-3.5;-;0.0;80.6;-;1.8
STG;2020020604;-3.5;-;0.0;76.8;-;3.2
STG;2020020605;-3.3;0;0.0;70.9;2;6.1
STG;2020020606;-4.4;-;0.0;75.4;-;2.5
STG;2020020607;-4.5;-;0.0;72.7;-;2.5
STG;2020020608;-4.0;-;0.0;70.6;-;2.5
STG;2020020609;-3.2;-;0.0;71.8;-;1.1
STG;2020020610;-2.1;-;0.0;69.9;-;1.4
STG;2020020611;-0.8;-;0.0;71.8;-;2.5
STG;2020020612;0.7;-;0.0;69.6;-;6.1
STG;2020020613;1.3;-;0.0;65.9;-;6.1
STG;2020020614;2.0;-;0.0;62.3;-;3.6
STG;2020020615;1.5;-;0.0;66.8;-;7.2
STG;2020020616;1.8;-;0.0;61.7;-;3.2
STG;2020020617;1.1;-;0.0;53.7;-;4.0
STG;2020020618;0.4;-;0.0;59.1;-;5.0
STG;2020020619;-0.5;-;0.0;61.8;-;6.1
STG;2020020620;0.0;-;0.0;55.3;-;3.2
STG;2020020621;-0.3;-;0.0;61.2;-;4.7
STG;2020020622;-0.6;-;0.0;62.0;-;3.6
STG;2020020623;-0.6;-;0.0;61.2;-;3.6
STG;2020020700;-1.0;-;0.0;61.9;-;4.0
STG;2020020701;-0.7;-;0.0;59.3;-;4.3
STG;2020020702;0.0;-;0.0;52.3;-;4.0
STG;2020020703;-1.5;-;0.0;64.8;-;4.0
STG;2020020704;-1.5;-;0.0;60.6;-;2.5
STG;2020020705;-1.3;0;0.0;62.6;2;2.2
STG;2020020706;-1.8;-;0.0;64.3;-;1.8
STG;2020020707;-2.5;-;0.0;68.5;-;1.4
STG;2020020708;-2.8;-;0.0;72.8;-;3.6
STG;2020020709;-2.0;-;0.0;71.7;-;1.8
STG;2020020710;-0.9;-;0.0;74.1;-;1.1
STG;2020020711;0.1;-;0.0;76.4;-;3.2
STG;2020020712;0.7;-;0.0;77.9;-;2.5
STG;2020020713;2.4;-;0.0;67.6;-;1.1
STG;2020020714;3.2;-;0.0;65.3;-;2.5
STG;2020020715;3.3;-;0.0;67.0;-;2.2
STG;2020020716;2.3;-;0.0;68.1;-;2.5
STG;2020020717;1.7;-;0.0;71.2;-;2.9
STG;2020020718;1.2;-;0.0;71.0;-;2.2
STG;2020020719;1.2;-;0.0;70.8;-;3.2
STG;2020020720;1.0;-;0.0;70.1;-;3.2
STG;2020020721;0.8;-;0.0;70.3;-;2.9
STG;2020020722;0.1;-;0.0;72.8;-;1.8
STG;2020020723;0.9;-;0.0;65.7;-;2.9
STG;2020020800;2.1;-;0.0;51.5;-;2.5
STG;2020020801;1.5;-;0.0;53.5;-;1.8
STG;2020020802;1.9;-;0.0;50.4;-;2.5
STG;2020020803;2.2;-;0.0;45.3;-;1.1
STG;2020020804;1.9;-;0.0;46.5;-;1.8
STG;2020020805;1.8;0;0.0;43.0;1;1.8
STG;2020020806;1.7;-;0.0;42.3;-;3.6
STG;2020020807;2.4;-;0.0;39.0;-;3.2
STG;2020020808;2.5;-;0.0;39.0;-;2.2
STG;2020020809;3.5;-;0.0;38.5;-;2.2
STG;2020020810;4.8;-;0.0;41.4;-;1.8
STG;2020020811;5.1;-;0.0;44.1;-;1.1
STG;2020020812;5.9;-;0.0;49.0;-;1.4
STG;2020020813;5.7;-;0.0;48.4;-;2.5
STG;2020020814;5.8;-;0.0;51.4;-;1.1
STG;2020020815;5.6;-;0.0;49.2;-;1.4
STG;2020020816;5.4;-;0.0;41.3;-;2.2
STG;2020020817;4.5;-;0.0;44.7;-;3.2
STG;2020020818;4.5;-;0.0;48.2;-;3.2
STG;2020020819;3.8;-;0.0;51.7;-;3.2
STG;2020020820;4.0;-;0.0;48.0;-;3.6
STG;2020020821;2.9;-;0.0;58.2;-;7.6
STG;2020020822;3.4;-;0.0;52.7;-;10.8
STG;2020020823;4.9;-;0.0;43.2;-;14.4
STG;2020020900;5.6;-;0.0;45.8;-;10.1
STG;2020020901;5.3;-;0.0;51.8;-;11.9
STG;2020020902;5.5;-;0.0;50.9;-;6.8
STG;2020020903;5.0;-;0.0;50.5;-;8.6
STG;2020020904;5.0;-;0.0;50.4;-;9.4
STG;2020020905;5.5;0;0.0;44.9;0;10.4
STG;2020020906;4.8;-;0.0;44.7;-;6.8
STG;2020020907;4.5;-;0.0;44.8;-;7.9
STG;2020020908;4.7;-;0.0;40.7;-;7.6
STG;2020020909;5.2;-;0.0;43.3;-;3.6
STG;2020020910;5.6;-;0.0;46.0;-;1.4
STG;2020020911;6.9;-;0.0;38.7;-;2.2
STG;2020020912;8.4;-;0.0;35.1;-;4.0
STG;2020020913;9.2;-;0.0;41.1;-;6.1
STG;2020020914;9.4;-;0.0;41.0;-;6.8
STG;2020020915;8.8;-;0.0;44.7;-;4.7
STG;2020020916;7.8;-;0.0;41.9;-;11.9
STG;2020020917;7.7;-;0.0;40.7;-;16.2
STG;2020020918;8.6;-;0.0;34.9;-;13.7
STG;2020020919;7.2;-;0.0;42.1;-;3.2
STG;2020020920;6.7;-;0.0;44.1;-;6.1
STG;2020020921;6.9;-;0.0;44.7;-;7.6
STG;2020020922;12.9;-;0.0;20.7;-;12.2
STG;2020020923;12.0;-;0.0;25.6;-;8.3
STG;2020021000;8.6;-;0.0;39.6;-;3.6
STG;2020021001;10.6;-;0.0;39.5;-;13.0
STG;2020021002;12.5;-;0.0;42.1;-;18.4
STG;2020021003;12.8;-;0.0;45.1;-;17.3
STG;2020021004;11.3;-;0.0;51.9;-;23.4
STG;2020021005;11.0;0;0.0;58.6;0;27.7
STG;2020021006;11.9;-;0.0;55.5;-;31.3
STG;2020021007;13.2;-;0.0;47.2;-;42.1
STG;2020021008;13.0;-;0.0;46.6;-;48.6
STG;2020021009;12.4;-;0.0;52.9;-;48.2
STG;2020021010;10.0;-;0.4;67.7;-;45.7
STG;2020021011;6.2;-;5.9;92.0;-;40.0
STG;2020021012;6.8;-;1.5;84.4;-;40.3
STG;2020021013;5.3;-;0.3;85.5;-;41.0
STG;2020021014;5.5;-;0.0;74.6;-;20.9
STG;2020021015;6.0;-;0.0;71.8;-;13.7
STG;2020021016;6.4;-;0.0;68.1;-;11.9
STG;2020021017;6.6;-;0.2;65.4;-;22.7
STG;2020021018;5.8;-;0.8;78.1;-;17.3
STG;2020021019;6.4;-;0.1;77.1;-;17.3
STG;2020021020;8.0;-;0.1;61.5;-;31.7
STG;2020021021;8.9;-;0.0;54.8;-;35.6
STG;2020021022;8.0;-;0.2;63.0;-;34.2
STG;2020021023;8.7;-;0.0;55.5;-;45.4
STG;2020021100;8.2;-;0.0;60.0;-;38.2
STG;2020021101;7.8;-;0.0;64.5;-;38.2
STG;2020021102;7.2;-;0.4;70.8;-;38.9
STG;2020021103;4.0;-;2.5;89.0;-;40.0
STG;2020021104;3.3;-;1.5;90.3;-;35.6
STG;2020021105;3.4;0;0.8;86.8;0;28.4
STG;2020021106;3.0;-;0.0;83.1;-;32.8
STG;2020021107;1.4;-;3.4;91.6;-;27.7
STG;2020021108;2.3;-;0.3;80.1;-;24.1
STG;2020021109;2.8;-;0.0;74.1;-;19.1
STG;2020021110;4.4;-;0.0;61.0;-;25.2
STG;2020021111;2.9;-;0.3;79.6;-;21.2
STG;2020021112;2.8;-;0.2;82.5;-;14.4
STG;2020021113;2.8;-;0.5;86.9;-;20.9
STG;2020021114;3.7;-;0.0;79.3;-;26.6
STG;2020021115;4.1;-;0.0;75.6;-;23.8
STG;2020021116;1.8;-;1.9;86.3;-;31.0
STG;2020021117;1.0;-;0.0;80.3;-;21.2
STG;2020021118;1.1;-;0.0;78.4;-;17.6
STG;2020021119;1.2;-;0.0;75.8;-;17.3
STG;2020021120;1.4;-;0.0;77.4;-;18.4
STG;2020021121;2.1;-;0.0;74.4;-;20.2
STG;2020021122;2.1;-;0.0;74.8;-;22.7
STG;2020021123;1.3;-;0.7;83.9;-;24.1
STG;2020021200;0.8;-;0.0;85.7;-;21.2
STG;2020021201;0.5;-;0.0;82.6;-;22.0
STG;2020021202;0.3;-;0.0;82.3;-;16.2
STG;2020021203;0.6;-;0.5;86.0;-;16.9
STG;2020021204;-0.1;-;1.8;94.5;-;20.2
STG;2020021205;0.4;4;0.0;88.8;4;15.1
STG;2020021206;0.1;-;0.1;86.6;-;19.4
STG;2020021207;0.4;-;0.0;80.4;-;20.5
STG;2020021208;0.8;-;0.0;72.2;-;19.8
STG;2020021209;1.5;-;0.0;68.5;-;19.4
STG;2020021210;1.5;-;0.0;71.9;-;19.4
STG;2020021211;1.2;-;0.0;80.6;-;22.7
STG;2020021212;2.3;-;0.0;71.4;-;19.1
STG;2020021213;2.1;-;0.0;72.1;-;18.0
STG;2020021214;2.7;-;0.0;67.1;-;17.3
STG;2020021215;2.6;-;0.0;67.8;-;16.6
STG;2020021216;2.2;-;0.0;71.2;-;14.4
STG;2020021217;1.8;-;0.0;71.7;-;12.2
STG;2020021218;2.1;-;0.0;67.1;-;10.8
STG;2020021219;2.6;-;0.0;61.4;-;14.4
STG;2020021220;2.4;-;0.0;59.9;-;12.6
STG;2020021221;2.5;-;0.0;59.1;-;10.8
STG;2020021222;2.5;-;0.0;56.2;-;11.2
STG;2020021223;2.7;-;0.0;53.4;-;11.5
STG;2020021300;2.3;-;0.0;54.1;-;9.4
STG;2020021301;2.3;-;0.0;53.8;-;9.4
STG;2020021302;2.1;-;0.0;55.6;-;9.0
