 

stn;time;tre200h0;hns000hs;rre150h0;ure200h0;hto000hs;fu3010h0
STG;2018080902;18.7;-;0.0;69.1;-;7.2
STG;2018080903;18.3;-;0.0;67.0;-;3.2
STG;2018080904;18.4;-;0.0;66.9;-;11.2
STG;2018080905;18.5;0;0.0;70.1;0;12.6
STG;2018080906;19.5;-;0.0;70.7;-;3.6
STG;2018080907;19.9;-;0.0;73.5;-;2.5
STG;2018080908;19.5;-;0.0;81.0;-;2.9
STG;2018080909;21.0;-;0.0;79.9;-;5.4
STG;2018080910;22.7;-;0.0;73.2;-;4.7
STG;2018080911;26.0;-;0.0;58.1;-;6.5
STG;2018080912;28.7;-;0.0;34.9;-;10.4
STG;2018080913;27.6;-;0.0;51.6;-;8.6
STG;2018080914;25.2;-;0.0;55.3;-;16.2
STG;2018080915;25.0;-;0.0;47.9;-;23.0
STG;2018080916;22.7;-;0.0;57.8;-;22.3
STG;2018080917;20.2;-;0.0;64.5;-;18.7
STG;2018080918;18.2;-;2.3;75.0;-;15.8
STG;2018080919;17.3;-;0.4;77.5;-;10.8
STG;2018080920;16.7;-;1.0;83.1;-;9.0
STG;2018080921;16.7;-;0.0;83.3;-;9.7
STG;2018080922;17.3;-;0.0;76.0;-;11.5
STG;2018080923;17.2;-;0.0;77.7;-;7.9
STG;2018081000;16.8;-;0.0;80.1;-;6.8
STG;2018081001;16.8;-;0.0;82.5;-;7.9
STG;2018081002;15.0;-;0.3;83.7;-;14.4
STG;2018081003;13.3;-;2.9;91.9;-;13.3
STG;2018081004;12.9;-;0.1;92.4;-;11.2
STG;2018081005;12.3;0;0.0;88.5;0;8.3
STG;2018081006;12.6;-;0.2;88.9;-;7.9
STG;2018081007;12.6;-;0.3;88.4;-;6.1
STG;2018081008;13.3;-;0.0;85.2;-;5.0
STG;2018081009;14.1;-;0.0;76.7;-;1.4
STG;2018081010;14.6;-;0.0;79.8;-;3.6
STG;2018081011;15.3;-;0.0;76.4;-;4.3
STG;2018081012;16.2;-;0.0;71.3;-;4.7
STG;2018081013;17.6;-;0.0;65.0;-;5.0
STG;2018081014;18.5;-;0.0;58.8;-;5.0
STG;2018081015;18.6;-;0.0;57.5;-;5.4
STG;2018081016;18.1;-;0.0;64.9;-;6.1
STG;2018081017;17.9;-;0.0;66.9;-;3.6
STG;2018081018;18.0;-;0.0;67.2;-;5.8
STG;2018081019;16.9;-;0.0;66.6;-;9.0
STG;2018081020;15.1;-;0.0;69.3;-;11.9
STG;2018081021;15.0;-;0.0;66.3;-;13.3
STG;2018081022;14.9;-;0.0;67.3;-;6.1
STG;2018081023;15.1;-;0.0;65.6;-;7.2
STG;2018081100;15.1;-;0.0;64.8;-;6.1
STG;2018081101;14.8;-;0.0;66.0;-;4.7
STG;2018081102;14.8;-;0.0;65.7;-;4.7
STG;2018081103;14.1;-;0.0;69.5;-;3.6
STG;2018081104;14.0;-;0.0;70.9;-;10.4
STG;2018081105;13.9;0;0.0;71.5;0;8.3
STG;2018081106;14.5;-;0.0;72.1;-;7.2
STG;2018081107;15.6;-;0.0;70.1;-;5.0
STG;2018081108;16.3;-;0.0;65.5;-;8.3
STG;2018081109;17.1;-;0.0;56.6;-;9.7
STG;2018081110;17.3;-;0.0;53.5;-;10.4
STG;2018081111;17.9;-;0.0;54.8;-;6.5
STG;2018081112;18.7;-;0.0;52.5;-;6.5
STG;2018081113;18.8;-;0.0;54.7;-;7.6
STG;2018081114;19.4;-;0.0;55.4;-;6.8
STG;2018081115;19.2;-;0.0;53.5;-;6.5
STG;2018081116;20.3;-;0.0;49.8;-;6.8
STG;2018081117;20.2;-;0.0;50.8;-;7.6
STG;2018081118;19.6;-;0.0;53.2;-;6.5
STG;2018081119;17.4;-;0.0;62.2;-;7.9
STG;2018081120;16.8;-;0.0;59.0;-;7.6
STG;2018081121;16.0;-;0.0;61.1;-;7.9
STG;2018081122;16.2;-;0.0;57.3;-;2.9
STG;2018081123;15.8;-;0.0;55.1;-;3.6
STG;2018081200;14.7;-;0.0;64.6;-;4.7
STG;2018081201;13.9;-;0.0;74.9;-;4.7
STG;2018081202;13.3;-;0.0;76.0;-;2.2
STG;2018081203;12.7;-;0.0;77.5;-;2.9
STG;2018081204;12.3;-;0.0;78.6;-;3.2
STG;2018081205;12.4;0;0.0;77.2;0;2.9
STG;2018081206;13.5;-;0.0;74.9;-;1.1
STG;2018081207;14.9;-;0.0;69.3;-;2.2
STG;2018081208;16.6;-;0.0;67.3;-;2.5
STG;2018081209;18.0;-;0.0;67.4;-;4.7
STG;2018081210;19.4;-;0.0;66.3;-;4.7
STG;2018081211;20.7;-;0.0;65.6;-;5.4
STG;2018081212;21.7;-;0.0;63.1;-;5.8
STG;2018081213;22.7;-;0.0;56.7;-;6.1
STG;2018081214;23.3;-;0.0;52.9;-;8.3
STG;2018081215;23.8;-;0.0;52.5;-;7.2
STG;2018081216;24.1;-;0.0;51.3;-;8.6
STG;2018081217;24.0;-;0.0;49.2;-;6.1
STG;2018081218;22.8;-;0.0;60.5;-;3.6
STG;2018081219;21.5;-;0.0;60.5;-;7.6
STG;2018081220;20.8;-;0.0;59.8;-;12.2
STG;2018081221;20.2;-;0.0;61.1;-;15.1
STG;2018081222;19.4;-;0.0;63.7;-;13.3
STG;2018081223;20.4;-;0.0;57.8;-;15.1
STG;2018081300;20.5;-;0.0;54.8;-;15.5
STG;2018081301;20.3;-;0.0;54.4;-;17.3
STG;2018081302;20.1;-;0.0;53.8;-;16.6
STG;2018081303;21.2;-;0.0;50.0;-;13.7
STG;2018081304;21.0;-;0.0;50.0;-;13.7
STG;2018081305;19.9;0;0.0;53.1;0;10.1
STG;2018081306;20.0;-;0.0;57.0;-;9.4
STG;2018081307;20.5;-;0.0;57.5;-;11.9
STG;2018081308;22.1;-;0.0;58.6;-;11.5
STG;2018081309;22.2;-;0.0;57.7;-;18.4
STG;2018081310;22.5;-;0.0;58.2;-;16.9
STG;2018081311;21.5;-;0.0;57.1;-;15.8
STG;2018081312;19.1;-;4.3;75.9;-;7.2
STG;2018081313;18.7;-;0.0;85.6;-;5.8
STG;2018081314;16.8;-;3.3;87.3;-;12.6
STG;2018081315;17.4;-;0.1;81.0;-;16.6
STG;2018081316;18.8;-;0.0;78.0;-;10.8
STG;2018081317;18.9;-;0.0;73.5;-;10.1
STG;2018081318;18.6;-;0.0;74.1;-;10.4
STG;2018081319;18.0;-;0.0;71.7;-;12.6
STG;2018081320;16.1;-;0.1;78.0;-;8.6
STG;2018081321;15.3;-;3.3;91.1;-;13.3
STG;2018081322;15.2;-;8.0;91.4;-;13.7
STG;2018081323;15.4;-;0.6;88.1;-;13.0
STG;2018081400;15.6;-;0.0;85.2;-;11.5
STG;2018081401;15.8;-;0.0;85.8;-;10.8
STG;2018081402;15.5;-;0.4;88.5;-;6.5
STG;2018081403;15.2;-;1.2;90.7;-;9.7
STG;2018081404;14.6;-;2.6;92.4;-;11.2
STG;2018081405;14.0;0;0.1;92.0;0;10.1
STG;2018081406;14.6;-;0.0;92.2;-;6.5
STG;2018081407;15.4;-;0.0;90.3;-;3.2
STG;2018081408;15.6;-;0.5;90.7;-;3.6
STG;2018081409;16.3;-;0.1;88.7;-;4.3
STG;2018081410;17.2;-;0.0;77.9;-;6.1
STG;2018081411;19.0;-;0.0;71.8;-;5.4
STG;2018081412;19.8;-;0.0;63.9;-;6.5
STG;2018081413;19.7;-;0.0;63.6;-;12.2
STG;2018081414;17.6;-;0.3;78.9;-;6.1
STG;2018081415;18.4;-;0.0;76.7;-;6.1
STG;2018081416;19.3;-;0.0;67.4;-;6.8
STG;2018081417;18.8;-;0.0;69.3;-;7.2
STG;2018081418;17.8;-;0.0;68.9;-;10.1
STG;2018081419;17.4;-;0.0;69.7;-;9.4
STG;2018081420;17.1;-;0.0;71.2;-;10.4
STG;2018081421;16.5;-;0.0;73.8;-;11.9
STG;2018081422;16.2;-;0.0;78.5;-;5.4
STG;2018081423;16.0;-;0.0;79.4;-;4.0
STG;2018081500;15.1;-;0.0;82.9;-;4.3
STG;2018081501;14.2;-;0.0;87.1;-;6.5
STG;2018081502;14.7;-;0.0;85.5;-;6.8
STG;2018081503;15.0;-;0.0;84.4;-;5.0
STG;2018081504;13.8;-;0.0;89.4;-;1.4
STG;2018081505;13.6;0;0.0;90.4;0;2.5
STG;2018081506;14.3;-;0.0;86.4;-;2.9
STG;2018081507;15.7;-;0.0;79.9;-;2.5
STG;2018081508;16.8;-;0.0;75.3;-;4.0
STG;2018081509;17.7;-;0.0;76.7;-;6.1
STG;2018081510;18.5;-;0.0;75.8;-;6.1
STG;2018081511;19.4;-;0.0;69.4;-;6.8
STG;2018081512;20.2;-;0.0;56.6;-;7.9
STG;2018081513;20.9;-;0.0;52.0;-;7.6
STG;2018081514;21.6;-;0.0;48.3;-;6.8
STG;2018081515;21.5;-;0.0;47.4;-;9.7
STG;2018081516;21.7;-;0.0;43.8;-;6.5
STG;2018081517;21.4;-;0.0;44.7;-;6.1
STG;2018081518;20.3;-;0.0;54.4;-;5.0
STG;2018081519;17.9;-;0.0;62.3;-;6.5
STG;2018081520;16.8;-;0.0;63.1;-;7.6
STG;2018081521;17.2;-;0.0;60.2;-;5.0
STG;2018081522;17.3;-;0.0;60.4;-;7.6
STG;2018081523;17.1;-;0.0;65.1;-;3.2
STG;2018081600;16.4;-;0.0;63.0;-;2.9
STG;2018081601;15.9;-;0.0;66.3;-;1.8
STG;2018081602;15.5;-;0.0;68.0;-;1.4
STG;2018081603;14.9;-;0.0;70.2;-;2.2
STG;2018081604;14.5;-;0.0;71.0;-;2.9
STG;2018081605;14.5;0;0.0;74.5;0;2.9
STG;2018081606;15.4;-;0.0;74.1;-;2.2
STG;2018081607;16.9;-;0.0;69.7;-;1.1
STG;2018081608;17.8;-;0.0;70.0;-;2.5
STG;2018081609;19.2;-;0.0;69.4;-;5.0
STG;2018081610;20.1;-;0.0;70.0;-;4.7
STG;2018081611;21.2;-;0.0;64.6;-;6.5
STG;2018081612;21.9;-;0.0;58.3;-;6.1
STG;2018081613;23.0;-;0.0;50.0;-;6.5
STG;2018081614;23.6;-;0.0;47.6;-;6.5
STG;2018081615;24.0;-;0.0;47.0;-;6.1
STG;2018081616;24.3;-;0.0;44.6;-;6.5
STG;2018081617;24.3;-;0.0;38.8;-;7.6
STG;2018081618;22.0;-;0.0;49.0;-;3.6
STG;2018081619;20.0;-;0.0;51.6;-;5.8
STG;2018081620;19.2;-;0.0;50.9;-;9.0
STG;2018081621;19.9;-;0.0;52.3;-;13.7
STG;2018081622;18.8;-;0.0;58.1;-;11.5
STG;2018081623;18.7;-;0.0;59.9;-;10.4
STG;2018081700;18.5;-;0.0;61.0;-;8.6
STG;2018081701;18.3;-;0.0;60.0;-;7.6
STG;2018081702;18.0;-;0.0;59.6;-;6.5
STG;2018081703;18.3;-;0.0;57.8;-;5.8
STG;2018081704;18.2;-;0.0;57.8;-;6.5
STG;2018081705;18.2;0;0.0;58.2;0;3.6
STG;2018081706;18.7;-;0.0;60.1;-;4.7
STG;2018081707;19.8;-;0.0;63.6;-;2.2
STG;2018081708;22.1;-;0.0;57.0;-;6.1
STG;2018081709;23.0;-;0.0;54.6;-;9.4
STG;2018081710;23.3;-;0.0;61.9;-;7.9
STG;2018081711;24.3;-;0.0;56.4;-;7.6
STG;2018081712;24.7;-;0.0;52.2;-;6.1
STG;2018081713;24.5;-;0.0;49.9;-;6.5
STG;2018081714;23.2;-;0.0;60.5;-;6.8
STG;2018081715;21.4;-;0.0;67.1;-;10.1
STG;2018081716;18.6;-;0.0;68.2;-;11.9
STG;2018081717;18.1;-;0.0;66.5;-;14.8
STG;2018081718;17.7;-;0.0;70.7;-;15.5
STG;2018081719;17.4;-;0.0;70.0;-;16.6
STG;2018081720;18.2;-;0.0;67.0;-;15.1
STG;2018081721;16.6;-;0.0;86.8;-;4.7
STG;2018081722;16.2;-;0.0;84.7;-;9.0
STG;2018081723;17.2;-;0.0;73.5;-;7.6
STG;2018081800;17.2;-;0.0;74.6;-;8.6
STG;2018081801;16.9;-;0.0;77.7;-;6.1
STG;2018081802;16.8;-;0.0;79.6;-;1.4
STG;2018081803;16.7;-;0.0;80.0;-;2.5
STG;2018081804;16.2;-;0.0;85.9;-;2.5
STG;2018081805;16.1;0;0.0;91.0;0;2.2
STG;2018081806;16.4;-;0.0;90.6;-;1.4
STG;2018081807;16.9;-;0.0;89.7;-;1.8
STG;2018081808;17.1;-;0.0;88.6;-;2.9
STG;2018081809;18.7;-;0.0;79.4;-;3.2
STG;2018081810;19.2;-;0.0;76.9;-;4.7
STG;2018081811;20.2;-;0.0;77.0;-;7.9
STG;2018081812;20.7;-;0.0;71.8;-;7.6
STG;2018081813;21.9;-;0.0;61.9;-;6.8
STG;2018081814;22.6;-;0.0;56.8;-;6.8
STG;2018081815;22.8;-;0.0;58.3;-;6.5
STG;2018081816;22.5;-;0.0;60.4;-;4.3
STG;2018081817;22.5;-;0.0;60.5;-;2.2
STG;2018081818;21.8;-;0.0;66.8;-;3.2
STG;2018081819;20.8;-;0.0;68.8;-;7.6
STG;2018081820;19.1;-;0.0;75.3;-;5.4
STG;2018081821;19.3;-;0.0;73.6;-;3.6
STG;2018081822;19.4;-;0.0;74.3;-;2.9
STG;2018081823;18.7;-;0.0;78.4;-;1.8
STG;2018081900;18.3;-;0.0;78.7;-;2.2
STG;2018081901;17.3;-;0.0;83.3;-;2.5
STG;2018081902;17.0;-;0.0;86.7;-;2.2
STG;2018081903;16.6;-;0.0;89.2;-;2.5
STG;2018081904;16.6;-;0.0;90.4;-;2.5
STG;2018081905;16.8;0;0.0;93.4;0;2.9
STG;2018081906;16.7;-;0.0;91.1;-;3.2
STG;2018081907;17.5;-;0.0;87.4;-;1.8
STG;2018081908;18.1;-;0.0;84.1;-;2.9
STG;2018081909;19.9;-;0.0;76.9;-;4.7
STG;2018081910;21.1;-;0.0;74.1;-;4.3
STG;2018081911;22.3;-;0.0;69.2;-;5.8
STG;2018081912;22.8;-;0.0;65.7;-;9.4
STG;2018081913;23.6;-;0.0;60.7;-;8.3
STG;2018081914;24.4;-;0.0;54.7;-;5.4
STG;2018081915;24.7;-;0.0;52.8;-;5.8
STG;2018081916;25.2;-;0.0;49.7;-;3.2
STG;2018081917;24.8;-;0.0;53.0;-;2.9
STG;2018081918;22.6;-;0.0;66.7;-;5.0
STG;2018081919;21.3;-;0.0;64.9;-;8.3
STG;2018081920;21.2;-;0.0;62.9;-;12.2
STG;2018081921;21.0;-;0.0;64.4;-;11.2
STG;2018081922;21.1;-;0.0;65.7;-;7.2
STG;2018081923;20.3;-;0.0;68.3;-;8.6
STG;2018082000;19.8;-;0.0;69.6;-;6.8
STG;2018082001;19.4;-;0.0;71.5;-;5.8
STG;2018082002;18.8;-;0.0;71.8;-;6.1
STG;2018082003;18.0;-;0.0;73.4;-;4.7
STG;2018082004;17.7;-;0.0;73.8;-;4.3
STG;2018082005;17.0;0;0.0;77.2;0;5.4
STG;2018082006;17.0;-;0.0;79.1;-;5.0
STG;2018082007;18.6;-;0.0;75.0;-;1.8
STG;2018082008;19.9;-;0.0;66.2;-;2.5
STG;2018082009;21.1;-;0.0;61.2;-;4.7
STG;2018082010;21.8;-;0.0;60.5;-;5.8
STG;2018082011;22.6;-;0.0;58.0;-;7.2
STG;2018082012;23.4;-;0.0;53.6;-;7.2
STG;2018082013;24.3;-;0.0;51.7;-;8.6
STG;2018082014;24.9;-;0.0;50.2;-;7.2
STG;2018082015;25.1;-;0.0;45.9;-;7.6
STG;2018082016;25.0;-;0.0;45.5;-;6.5
STG;2018082017;24.9;-;0.0;44.5;-;2.9
STG;2018082018;23.3;-;0.0;56.0;-;4.7
STG;2018082019;21.1;-;0.0;59.4;-;6.8
STG;2018082020;20.4;-;0.0;61.6;-;11.2
STG;2018082021;20.4;-;0.0;62.2;-;10.1
STG;2018082022;19.6;-;0.0;67.5;-;2.5
STG;2018082023;18.5;-;0.0;74.9;-;2.5
STG;2018082100;18.5;-;0.0;74.9;-;2.9
STG;2018082101;17.5;-;0.0;78.7;-;2.5
STG;2018082102;16.8;-;0.0;81.9;-;3.6
STG;2018082103;16.5;-;0.0;83.8;-;3.2
STG;2018082104;16.0;-;0.0;85.5;-;3.6
STG;2018082105;15.7;0;0.0;86.5;0;4.3
STG;2018082106;16.8;-;0.0;82.3;-;2.2
STG;2018082107;18.0;-;0.0;79.5;-;4.0
STG;2018082108;18.9;-;0.0;77.5;-;4.3
STG;2018082109;19.7;-;0.0;76.1;-;5.8
STG;2018082110;21.1;-;0.0;72.5;-;5.8
STG;2018082111;22.2;-;0.0;64.8;-;8.3
STG;2018082112;23.7;-;0.0;57.2;-;9.4
STG;2018082113;24.9;-;0.0;55.5;-;8.6
STG;2018082114;25.6;-;0.0;51.4;-;10.4
STG;2018082115;26.0;-;0.0;49.7;-;8.3
STG;2018082116;25.6;-;0.0;47.4;-;6.1
STG;2018082117;26.0;-;0.0;45.6;-;5.0
STG;2018082118;24.4;-;0.0;53.0;-;2.2
STG;2018082119;22.8;-;0.0;56.4;-;7.6
STG;2018082120;22.3;-;0.0;58.3;-;7.2
STG;2018082121;20.5;-;0.0;68.2;-;2.5
STG;2018082122;20.5;-;0.0;68.4;-;7.2
STG;2018082123;20.0;-;0.0;68.7;-;6.8
STG;2018082200;19.1;-;0.0;69.8;-;3.2
STG;2018082201;19.0;-;0.0;63.3;-;4.3
STG;2018082202;18.8;-;0.0;63.9;-;4.0
STG;2018082203;18.6;-;0.0;69.4;-;4.0
STG;2018082204;18.2;-;0.0;73.2;-;2.5
STG;2018082205;17.8;0;0.0;75.0;0;3.6
STG;2018082206;18.0;-;0.0;76.7;-;2.5
STG;2018082207;19.6;-;0.0;72.7;-;2.5
STG;2018082208;21.2;-;0.0;64.3;-;4.3
STG;2018082209;21.9;-;0.0;68.3;-;4.7
STG;2018082210;23.0;-;0.0;66.3;-;4.0
STG;2018082211;23.9;-;0.0;63.4;-;6.1
STG;2018082212;25.0;-;0.0;62.7;-;6.8
STG;2018082213;25.3;-;0.0;58.8;-;7.6
STG;2018082214;26.1;-;0.0;54.3;-;5.4
STG;2018082215;26.8;-;0.0;48.7;-;5.4
STG;2018082216;26.8;-;0.0;44.7;-;5.0
STG;2018082217;26.5;-;0.0;43.9;-;5.4
STG;2018082218;25.5;-;0.0;50.0;-;5.4
STG;2018082219;22.8;-;0.0;60.5;-;10.4
STG;2018082220;22.5;-;0.0;60.4;-;11.5
STG;2018082221;21.8;-;0.0;63.0;-;7.9
STG;2018082222;21.4;-;0.0;65.0;-;9.4
STG;2018082223;22.0;-;0.0;58.9;-;13.7
STG;2018082300;22.0;-;0.0;59.0;-;10.1
STG;2018082301;20.6;-;0.2;67.9;-;14.8
STG;2018082302;18.7;-;0.7;75.8;-;17.3
STG;2018082303;17.3;-;0.8;82.9;-;8.6
STG;2018082304;16.8;-;0.2;85.3;-;6.1
STG;2018082305;17.3;0;0.0;78.8;0;3.6
STG;2018082306;18.2;-;0.0;73.7;-;9.0
STG;2018082307;19.3;-;0.0;71.7;-;8.6
STG;2018082308;20.8;-;0.0;67.3;-;5.8
STG;2018082309;22.4;-;0.0;58.3;-;5.0
STG;2018082310;22.6;-;0.0;65.0;-;5.0
STG;2018082311;23.7;-;0.0;61.1;-;6.5
STG;2018082312;24.9;-;0.0;55.4;-;8.6
STG;2018082313;24.5;-;0.0;57.2;-;9.0
STG;2018082314;24.5;-;0.0;57.5;-;8.3
STG;2018082315;24.5;-;0.0;57.2;-;6.1
STG;2018082316;22.0;-;4.3;64.7;-;12.6
STG;2018082317;16.6;-;2.1;84.2;-;15.5
STG;2018082318;17.9;-;0.0;79.1;-;19.4
STG;2018082319;18.8;-;0.0;74.8;-;15.8
STG;2018082320;19.2;-;0.0;69.5;-;18.0
STG;2018082321;18.8;-;0.0;72.4;-;16.6
STG;2018082322;16.6;-;0.0;86.7;-;5.8
STG;2018082323;17.9;-;0.0;77.3;-;15.5
STG;2018082400;17.3;-;0.9;71.6;-;19.8
STG;2018082401;17.1;-;0.0;71.4;-;12.2
STG;2018082402;17.0;-;0.1;72.7;-;15.1
STG;2018082403;17.0;-;0.2;71.6;-;14.0
STG;2018082404;16.2;-;0.0;78.9;-;7.2
STG;2018082405;15.2;0;0.0;88.8;0;5.8
STG;2018082406;16.2;-;0.0;81.8;-;13.0
STG;2018082407;16.4;-;0.3;80.6;-;12.2
STG;2018082408;17.4;-;0.0;74.3;-;10.1
STG;2018082409;17.8;-;0.0;73.8;-;11.2
STG;2018082410;17.5;-;0.0;76.3;-;10.4
STG;2018082411;19.2;-;0.0;72.0;-;15.1
STG;2018082412;20.7;-;0.0;65.7;-;11.2
STG;2018082413;21.2;-;0.0;62.6;-;15.1
STG;2018082414;20.8;-;0.0;63.0;-;18.0
STG;2018082415;17.9;-;1.2;79.9;-;13.7
STG;2018082416;17.3;-;1.3;83.7;-;11.5
STG;2018082417;15.8;-;3.8;86.5;-;14.0
STG;2018082418;14.5;-;2.7;92.1;-;8.3
STG;2018082419;14.0;-;5.6;93.3;-;4.3
STG;2018082420;13.7;-;0.0;93.2;-;1.8
STG;2018082421;13.1;-;0.0;91.6;-;3.2
STG;2018082422;13.0;-;0.0;94.0;-;5.0
STG;2018082423;12.8;-;0.0;89.9;-;7.6
STG;2018082500;12.4;-;0.3;89.4;-;9.4
STG;2018082501;11.9;-;0.3;89.6;-;10.8
STG;2018082502;11.6;-;0.0;82.6;-;13.7
STG;2018082503;11.6;-;0.0;80.0;-;11.2
STG;2018082504;11.5;-;0.0;78.4;-;10.4
STG;2018082505;11.4;0;0.0;80.6;0;8.6
STG;2018082506;11.9;-;0.0;76.9;-;7.6
STG;2018082507;12.5;-;0.0;76.0;-;6.8
STG;2018082508;12.9;-;0.0;77.5;-;4.0
STG;2018082509;13.4;-;0.0;71.9;-;3.2
STG;2018082510;13.2;-;0.0;75.3;-;11.5
STG;2018082511;11.9;-;1.0;86.9;-;7.6
STG;2018082512;11.6;-;1.0;85.9;-;7.6
STG;2018082513;10.9;-;1.0;88.9;-;10.1
STG;2018082514;10.9;-;0.0;89.8;-;8.6
STG;2018082515;10.5;-;0.3;89.3;-;7.6
STG;2018082516;10.4;-;0.4;88.3;-;7.6
STG;2018082517;10.0;-;1.1;90.3;-;9.0
STG;2018082518;9.8;-;0.5;87.5;-;7.2
STG;2018082519;9.5;-;0.3;87.6;-;10.1
STG;2018082520;9.5;-;0.0;87.8;-;10.1
STG;2018082521;9.4;-;0.0;88.7;-;10.4
STG;2018082522;9.2;-;0.1;89.2;-;10.4
STG;2018082523;9.0;-;0.0;89.7;-;8.3
STG;2018082600;8.8;-;0.0;89.1;-;8.3
STG;2018082601;8.2;-;0.0;89.3;-;6.5
STG;2018082602;8.2;-;0.0;88.8;-;7.2
STG;2018082603;8.4;-;0.0;88.2;-;8.3
STG;2018082604;8.1;-;0.0;87.0;-;9.4
STG;2018082605;7.9;0;0.0;89.2;0;5.4
STG;2018082606;8.4;-;0.0;88.4;-;1.4
STG;2018082607;8.9;-;0.0;88.0;-;1.8
STG;2018082608;10.0;-;0.0;80.4;-;3.6
STG;2018082609;11.4;-;0.0;70.3;-;5.8
STG;2018082610;12.2;-;0.0;67.0;-;7.9
STG;2018082611;12.9;-;0.0;48.3;-;9.0
STG;2018082612;13.7;-;0.0;47.5;-;6.1
STG;2018082613;14.3;-;0.0;48.0;-;6.5
STG;2018082614;14.5;-;0.0;45.8;-;7.6
STG;2018082615;14.7;-;0.0;43.3;-;9.7
STG;2018082616;14.7;-;0.0;44.9;-;7.6
STG;2018082617;14.6;-;0.0;45.1;-;7.2
STG;2018082618;13.5;-;0.0;51.2;-;4.0
STG;2018082619;11.6;-;0.0;59.8;-;6.5
STG;2018082620;11.5;-;0.0;57.8;-;7.9
STG;2018082621;11.4;-;0.0;57.0;-;6.1
STG;2018082622;10.6;-;0.0;62.3;-;7.9
STG;2018082623;9.9;-;0.0;65.9;-;7.6
STG;2018082700;10.7;-;0.0;62.9;-;5.0
STG;2018082701;11.7;-;0.0;61.2;-;3.2
STG;2018082702;12.1;-;0.0;59.1;-;2.2
STG;2018082703;12.4;-;0.0;58.3;-;2.9
STG;2018082704;12.4;-;0.0;60.5;-;4.3
STG;2018082705;13.5;0;0.0;56.0;0;9.4
STG;2018082706;13.9;-;0.0;58.0;-;8.3
STG;2018082707;14.6;-;0.0;56.9;-;6.1
STG;2018082708;15.7;-;0.0;50.6;-;8.3
STG;2018082709;17.2;-;0.0;46.5;-;9.0
STG;2018082710;18.9;-;0.0;35.4;-;11.9
STG;2018082711;19.7;-;0.0;29.5;-;11.2
STG;2018082712;20.7;-;0.0;28.9;-;11.2
STG;2018082713;21.7;-;0.0;29.1;-;11.2
STG;2018082714;21.5;-;0.0;30.4;-;13.7
STG;2018082715;21.2;-;0.0;37.0;-;8.3
STG;2018082716;21.1;-;0.0;42.3;-;5.8
STG;2018082717;20.2;-;0.0;51.7;-;5.4
STG;2018082718;18.9;-;0.0;62.3;-;4.3
STG;2018082719;18.1;-;0.0;65.1;-;5.4
STG;2018082720;18.0;-;0.0;63.8;-;5.8
STG;2018082721;18.0;-;0.0;62.2;-;7.6
STG;2018082722;17.9;-;0.0;62.1;-;5.0
STG;2018082723;17.9;-;0.0;61.3;-;3.6
STG;2018082800;17.7;-;0.0;65.1;-;5.0
STG;2018082801;16.7;-;0.0;72.6;-;4.7
STG;2018082802;16.6;-;0.0;74.2;-;4.7
STG;2018082803;16.3;-;0.0;77.5;-;5.8
STG;2018082804;16.8;-;0.0;75.1;-;4.7
STG;2018082805;16.0;0;0.0;81.0;0;2.2
STG;2018082806;15.9;-;0.0;80.7;-;2.2
STG;2018082807;16.7;-;0.0;78.2;-;2.9
STG;2018082808;17.5;-;0.0;77.9;-;6.5
STG;2018082809;18.3;-;0.0;77.0;-;7.6
STG;2018082810;19.1;-;0.0;72.6;-;6.8
STG;2018082811;19.9;-;0.0;72.5;-;7.9
STG;2018082812;20.9;-;0.0;63.3;-;7.9
STG;2018082813;21.8;-;0.0;54.3;-;7.9
STG;2018082814;22.5;-;0.0;50.6;-;6.1
STG;2018082815;22.9;-;0.0;49.2;-;6.1
STG;2018082816;23.1;-;0.0;47.4;-;6.1
STG;2018082817;22.6;-;0.0;50.5;-;4.3
STG;2018082818;20.3;-;0.0;60.7;-;4.0
STG;2018082819;19.4;-;0.0;60.9;-;4.7
STG;2018082820;19.4;-;0.0;58.2;-;7.2
STG;2018082821;18.8;-;0.0;60.2;-;4.3
STG;2018082822;17.5;-;0.0;66.5;-;2.2
STG;2018082823;17.2;-;0.0;69.6;-;2.2
STG;2018082900;17.2;-;0.0;69.2;-;2.5
STG;2018082901;16.3;-;0.0;73.6;-;5.4
STG;2018082902;16.7;-;0.0;72.3;-;2.9
STG;2018082903;16.7;-;0.0;71.7;-;2.9
STG;2018082904;16.8;-;0.0;70.0;-;2.5
STG;2018082905;16.1;0;0.0;73.6;0;2.2
STG;2018082906;17.2;-;0.0;71.8;-;2.9
STG;2018082907;19.2;-;0.0;68.5;-;7.9
STG;2018082908;20.0;-;0.0;68.7;-;4.7
STG;2018082909;21.1;-;0.0;68.4;-;3.6
STG;2018082910;23.3;-;0.0;57.3;-;5.4
STG;2018082911;22.7;-;0.0;68.4;-;8.3
STG;2018082912;23.5;-;0.0;62.9;-;7.2
STG;2018082913;24.1;-;0.0;57.8;-;9.4
STG;2018082914;24.7;-;0.0;50.9;-;16.9
STG;2018082915;24.3;-;0.0;54.4;-;20.5
STG;2018082916;22.3;-;2.4;59.0;-;16.9
STG;2018082917;16.3;-;12.8;90.0;-;14.8
STG;2018082918;15.9;-;3.7;83.9;-;17.6
STG;2018082919;16.5;-;0.1;76.4;-;17.6
